date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2008-01-04,6.05,3.5,8.6,0.0,,,
2008-01-05,7.75,4.9,10.6,0.2,,,
2008-01-06,10.6,8.6,12.6,0.0,,,
2008-01-07,9.45,8.1,10.8,0.0,,,
2008-01-08,9.1,7.0,11.2,0.0,,,
2008-01-09,8.6,7.1,10.1,0.1,,,
2008-01-10,9.2,7.6,10.8,0.8,,,
2008-01-11,6.050000000000001,2.8,9.3,5.6,,,
2008-01-12,5.550000000000001,1.8,9.3,0.0,,,
2008-01-13,3.95,0.0,7.9,2.4,,,
2008-01-14,7.050000000000001,4.3,9.8,0.0,,,
2008-01-15,5.9,3.2,8.6,1.1,,,
2008-01-16,9.6,7.2,12.0,0.1,,,
2008-01-17,8.649999999999999,5.6,11.7,0.0,,,
2008-01-18,8.35,5.5,11.2,0.0,,,
2008-01-19,10.25,5.3,15.2,0.0,,,
2008-01-20,10.1,5.2,15.0,0.0,,,
2008-01-21,9.600000000000001,4.4,14.8,0.0,,,
2008-01-22,10.05,4.6,15.5,0.0,,,
2008-01-23,9.5,4.4,14.6,0.0,,,
2008-01-24,9.2,5.6,12.8,0.0,,,
2008-01-25,8.9,7.0,10.8,0.0,,,
2008-01-26,8.55,4.8,12.3,0.0,,,
2008-01-27,8.6,3.6,13.6,0.0,,,
2008-01-28,9.2,2.7,15.7,0.0,,,
2008-01-29,9.3,4.1,14.5,0.0,,,
2008-01-30,7.9,2.3,13.5,0.0,,,
2008-01-31,6.45,2.4,10.5,0.0,,,
2008-02-01,5.1,2.0,8.2,0.8,,,
2008-02-02,6.0,2.0,10.0,1.4,,,
2008-02-03,7.05,4.9,9.2,10.1,,,
2008-02-04,7.9,5.0,10.8,0.0,,,
2008-02-05,6.6,2.8,10.4,0.0,,,
2008-02-06,8.25,2.3,14.2,0.0,,,
2008-02-07,10.95,6.8,15.1,0.0,,,
2008-02-08,10.85,5.5,16.2,0.0,,,
2008-02-09,9.65,5.0,14.3,0.0,,,
2008-02-10,7.95,2.6,13.3,0.0,,,
2008-02-11,7.75,2.5,13.0,0.0,,,
2008-02-12,7.35,4.2,10.5,0.0,,,
2008-02-13,6.7,3.5,9.9,0.0,,,
2008-02-14,8.2,6.8,9.6,0.1,,,
2008-02-15,9.4,6.8,12.0,0.0,,,
2008-02-16,9.55,4.7,14.4,0.0,,,
2008-02-17,7.35,4.2,10.5,5.8,,,
2008-02-18,7.65,6.3,9.0,1.8,,,
2008-02-19,9.850000000000001,8.4,11.3,7.9,,,
2008-02-20,11.35,8.5,14.2,0.0,,,
2008-02-21,11.7,8.2,15.2,0.0,,,
2008-02-22,11.899999999999999,7.4,16.4,0.0,,,
2008-02-23,11.1,6.6,15.6,0.5,,,
2008-02-24,9.45,6.9,12.0,3.0,,,
2008-02-25,11.0,8.4,13.6,0.0,,,
2008-02-26,11.2,6.0,16.4,0.0,,,
2008-02-27,12.85,7.5,18.2,0.7,,,
2008-02-28,12.5,8.9,16.1,0.0,,,
2008-02-29,12.75,7.9,17.6,0.0,,,
2008-03-01,12.7,7.2,18.2,0.0,,,
2008-03-02,14.05,8.4,19.7,0.0,,,
2008-03-03,14.65,8.7,20.6,0.0,,,
2008-03-04,7.75,3.9,11.6,0.0,,,
2008-03-05,6.0,1.4,10.6,0.0,,,
2008-03-06,6.3,-0.8,13.4,0.0,,,
2008-03-07,9.299999999999999,0.9,17.7,0.0,,,
2008-03-08,10.3,4.6,16.0,0.0,,,
2008-03-09,10.5,5.6,15.4,0.0,,,
2008-03-10,8.0,5.1,10.9,0.0,,,
2008-03-11,13.75,8.3,19.2,0.0,,,
2008-03-12,13.75,8.0,19.5,0.0,,,
2008-03-13,14.6,8.8,20.4,0.0,,,
2008-03-14,15.5,9.0,22.0,0.0,,,
2008-03-15,14.0,9.8,18.2,0.0,,,
2008-03-16,12.45,6.9,18.0,0.0,,,
2008-03-17,12.6,7.3,17.9,0.4,,,
2008-03-18,9.899999999999999,5.6,14.2,0.0,,,
2008-03-19,10.2,4.2,16.2,0.0,,,
2008-03-20,8.299999999999999,2.4,14.2,0.0,,,
2008-03-21,10.2,2.4,18.0,0.0,,,
2008-03-22,7.699999999999999,1.2,14.2,3.2,,,
2008-03-23,4.8999999999999995,0.7,9.1,0.0,,,
2008-03-24,8.7,3.4,14.0,0.0,,,
2008-03-25,11.6,5.0,18.2,0.0,,,
2008-03-26,9.85,6.8,12.9,0.0,,,
2008-03-27,10.35,6.7,14.0,0.0,,,
2008-03-28,13.2,7.5,18.9,0.0,,,
2008-03-29,15.65,9.8,21.5,0.0,,,
2008-03-30,10.6,6.2,15.0,2.0,,,
2008-03-31,10.6,5.0,16.2,0.0,,,
2008-04-01,12.7,6.4,19.0,0.0,,,
2008-04-02,15.9,8.8,23.0,0.0,,,
2008-04-03,18.299999999999997,10.7,25.9,0.0,,,
2008-04-04,18.0,10.4,25.6,0.0,,,
2008-04-05,16.2,9.4,23.0,0.0,,,
2008-04-06,17.15,9.3,25.0,0.0,,,
2008-04-07,13.7,9.0,18.4,11.6,,,
2008-04-08,11.55,8.3,14.8,14.9,,,
2008-04-09,14.2,10.9,17.5,6.0,,,
2008-04-10,12.3,8.8,15.8,2.4,,,
2008-04-11,8.5,5.5,11.5,0.4,,,
2008-04-12,9.7,4.2,15.2,0.0,,,
2008-04-13,10.3,5.0,15.6,0.0,,,
2008-04-14,11.5,5.9,17.1,0.0,,,
2008-04-15,12.9,7.0,18.8,0.0,,,
2008-04-16,15.4,9.8,21.0,3.1,,,
2008-04-17,10.85,8.0,13.7,11.1,,,
2008-04-18,10.7,7.2,14.2,4.0,,,
2008-04-19,9.7,6.8,12.6,12.6,,,
2008-04-20,10.15,6.3,14.0,0.0,,,
2008-04-21,12.05,7.6,16.5,0.0,,,
2008-04-22,13.5,8.0,19.0,0.0,,,
2008-04-23,15.6,10.2,21.0,0.0,,,
2008-04-24,17.45,11.1,23.8,0.0,,,
2008-04-25,20.0,14.0,26.0,0.0,,,
2008-04-26,20.3,13.4,27.2,0.0,,,
2008-04-27,20.3,13.8,26.8,0.0,,,
2008-04-28,15.5,10.5,20.5,0.0,,,
2008-04-29,14.15,8.2,20.1,0.0,,,
2008-04-30,12.45,6.9,18.0,0.0,,,
2008-05-01,14.25,7.5,21.0,0.0,,,
2008-05-02,17.35,10.5,24.2,0.0,,,
2008-05-03,19.55,12.9,26.2,0.0,,,
2008-05-04,20.35,15.0,25.7,0.0,,,
2008-05-05,20.9,15.0,26.8,0.0,,,
2008-05-06,21.6,16.0,27.2,0.0,,,
2008-05-07,18.95,14.2,23.7,3.8,,,
2008-05-08,13.75,11.8,15.7,14.7,,,
2008-05-09,14.9,12.0,17.8,1.5,,,
2008-05-10,10.6,9.0,12.2,24.4,,,
2008-05-11,14.649999999999999,9.6,19.7,0.0,,,
2008-05-12,15.0,10.0,20.0,0.0,,,
2008-05-13,15.55,11.6,19.5,2.5,,,
2008-05-14,14.5,11.4,17.6,0.1,,,
2008-05-15,14.8,11.1,18.5,3.7,,,
2008-05-16,15.2,11.2,19.2,0.0,,,
2008-05-17,15.25,11.1,19.4,4.0,,,
2008-05-18,14.05,8.6,19.5,0.2,,,
2008-05-19,12.8,7.6,18.0,0.0,,,
2008-05-20,15.55,8.9,22.2,0.0,,,
2008-05-21,16.2,11.2,21.2,0.0,,,
2008-05-22,17.1,11.4,22.8,3.6,,,
2008-05-23,14.600000000000001,11.4,17.8,11.3,,,
2008-05-24,13.4,10.0,16.8,0.7,,,
2008-05-25,12.05,9.8,14.3,4.0,,,
2008-05-26,13.05,8.6,17.5,0.0,,,
2008-05-27,13.8,8.6,19.0,0.0,,,
2008-05-28,13.75,10.2,17.3,3.9,,,
2008-05-29,15.100000000000001,11.6,18.6,0.0,,,
2008-05-30,15.0,10.6,19.4,7.5,,,
2008-05-31,15.25,10.8,19.7,0.4,,,
2008-06-01,15.6,11.2,20.0,4.3,,,
2008-06-02,16.5,12.0,21.0,0.8,,,
2008-06-03,17.799999999999997,12.7,22.9,0.0,,,
2008-06-04,19.0,13.0,25.0,0.0,,,
2008-06-05,18.3,14.6,22.0,0.2,,,
2008-06-06,17.3,10.8,23.8,0.0,,,
2008-06-07,17.25,10.5,24.0,0.0,,,
2008-06-08,14.700000000000001,10.8,18.6,13.4,,,
2008-06-09,13.5,10.5,16.5,1.9,,,
2008-06-10,16.299999999999997,12.7,19.9,0.5,,,
2008-06-11,16.9,12.4,21.4,0.2,,,
2008-06-12,19.1,13.0,25.2,0.0,,,
2008-06-13,19.85,13.4,26.3,0.0,,,
2008-06-14,21.5,14.3,28.7,0.0,,,
2008-06-15,20.8,16.1,25.5,0.0,,,
2008-06-16,18.65,13.9,23.4,5.1,,,
2008-06-17,18.5,13.3,23.7,0.0,,,
2008-06-18,21.5,14.2,28.8,0.0,,,
2008-06-19,23.799999999999997,16.4,31.2,0.0,,,
2008-06-20,25.05,17.4,32.7,0.0,,,
2008-06-21,27.65,21.3,34.0,0.0,,,
2008-06-22,27.55,20.6,34.5,0.0,,,
2008-06-23,23.25,17.0,29.5,11.0,,,
2008-06-24,21.9,15.6,28.2,0.0,,,
2008-06-25,25.799999999999997,19.2,32.4,0.0,,,
2008-06-26,27.9,21.4,34.4,0.0,,,
2008-06-27,26.85,20.2,33.5,0.0,,,
2008-06-28,27.400000000000002,20.6,34.2,0.0,,,
2008-06-29,28.7,22.4,35.0,0.0,,,
2008-06-30,28.1,21.6,34.6,0.0,,,
2008-07-01,27.65,21.3,34.0,0.0,,,
2008-07-02,23.1,17.6,28.6,0.0,,,
2008-07-03,20.5,14.0,27.0,0.0,,,
2008-07-04,23.799999999999997,16.2,31.4,0.0,,,
2008-07-05,25.5,18.5,32.5,0.0,,,
2008-07-06,23.65,18.3,29.0,0.0,,,
2008-07-07,20.8,14.0,27.6,0.0,,,
2008-07-08,23.9,16.8,31.0,0.0,,,
2008-07-09,25.5,18.0,33.0,0.0,,,
2008-07-10,25.650000000000002,18.1,33.2,0.0,,,
2008-07-11,24.9,18.3,31.5,0.0,,,
2008-07-12,20.75,15.1,26.4,0.0,,,
2008-07-13,19.8,12.6,27.0,0.0,,,
2008-07-14,22.5,15.6,29.4,0.0,,,
2008-07-15,24.55,18.1,31.0,0.7,,,
2008-07-16,23.15,17.0,29.3,0.0,,,
2008-07-17,23.9,17.0,30.8,0.0,,,
2008-07-18,26.8,19.6,34.0,0.0,,,
2008-07-19,29.75,22.3,37.2,0.0,,,
2008-07-20,28.3,22.0,34.6,0.0,,,
2008-07-21,28.1,21.2,35.0,0.0,,,
2008-07-22,26.299999999999997,18.3,34.3,0.0,,,
2008-07-23,29.35,21.7,37.0,0.0,,,
2008-07-24,26.4,21.2,31.6,0.0,,,
2008-07-25,24.85,18.2,31.5,0.0,,,
2008-07-26,25.35,19.2,31.5,0.0,,,
2008-07-27,26.55,19.1,34.0,0.0,,,
2008-07-28,25.25,19.0,31.5,0.0,,,
2008-07-29,26.15,18.7,33.6,0.0,,,
2008-07-30,26.3,19.0,33.6,0.0,,,
2008-07-31,26.0,18.0,34.0,0.0,,,
2008-08-01,26.049999999999997,19.8,32.3,0.0,,,
2008-08-02,27.799999999999997,20.8,34.8,0.0,,,
2008-08-03,29.9,23.2,36.6,0.0,,,
2008-08-04,31.1,24.2,38.0,0.0,,,
2008-08-05,30.4,23.4,37.4,0.0,,,
2008-08-06,29.35,22.1,36.6,0.0,,,
2008-08-07,26.599999999999998,20.4,32.8,0.0,,,
2008-08-08,25.0,18.0,32.0,0.0,,,
2008-08-09,25.9,18.8,33.0,0.0,,,
2008-08-10,28.3,21.1,35.5,0.0,,,
2008-08-11,26.6,21.2,32.0,0.0,,,
2008-08-12,23.65,18.1,29.2,0.0,,,
2008-08-13,23.1,16.6,29.6,0.0,,,
2008-08-14,22.0,17.0,27.0,0.0,,,
2008-08-15,19.9,13.4,26.4,0.0,,,
2008-08-16,22.45,15.7,29.2,0.1,,,
2008-08-17,22.3,15.6,29.0,0.0,,,
2008-08-18,24.1,16.0,32.2,0.0,,,
2008-08-19,24.6,17.6,31.6,0.0,,,
2008-08-20,24.15,17.3,31.0,0.0,,,
2008-08-21,26.349999999999998,19.4,33.3,0.0,,,
2008-08-22,25.75,19.7,31.8,0.0,,,
2008-08-23,24.25,17.7,30.8,0.0,,,
2008-08-24,25.35,18.7,32.0,0.0,,,
2008-08-25,27.25,19.5,35.0,0.0,,,
2008-08-26,26.65,20.5,32.8,0.0,,,
2008-08-27,26.950000000000003,21.8,32.1,0.0,,,
2008-08-28,26.849999999999998,20.4,33.3,0.0,,,
2008-08-29,27.15,20.8,33.5,0.0,,,
2008-08-30,24.1,19.6,28.6,0.0,,,
2008-08-31,23.1,17.5,28.7,0.0,,,
2008-09-01,24.6,18.6,30.6,0.0,,,
2008-09-02,24.0,17.6,30.4,0.0,,,
2008-09-03,22.5,17.0,28.0,0.0,,,
2008-09-04,21.25,16.4,26.1,0.0,,,
2008-09-05,19.9,17.2,22.6,4.0,,,
2008-09-06,18.8,14.0,23.6,0.6,,,
2008-09-07,19.4,13.4,25.4,0.0,,,
2008-09-08,23.35,16.8,29.9,0.0,,,
2008-09-09,21.7,14.5,28.9,34.0,,,
2008-09-10,21.35,13.8,28.9,0.0,,,
2008-09-11,21.85,16.0,27.7,0.0,,,
2008-09-12,16.75,11.9,21.6,0.0,,,
2008-09-13,16.9,11.2,22.6,0.0,,,
2008-09-14,17.3,10.6,24.0,0.0,,,
2008-09-15,19.7,11.6,27.8,0.0,,,
2008-09-16,21.95,14.2,29.7,0.0,,,
2008-09-17,21.7,15.2,28.2,0.3,,,
2008-09-18,21.450000000000003,16.3,26.6,0.0,,,
2008-09-19,21.25,15.3,27.2,0.0,,,
2008-09-20,22.25,16.5,28.0,0.0,,,
2008-09-21,20.1,16.4,23.8,9.5,,,
2008-09-22,18.049999999999997,15.7,20.4,8.3,,,
2008-09-23,19.1,14.8,23.4,0.0,,,
2008-09-24,17.1,12.3,21.9,0.0,,,
2008-09-25,16.6,11.4,21.8,0.0,,,
2008-09-26,16.35,11.0,21.7,0.0,,,
2008-09-27,17.9,13.8,22.0,0.5,,,
2008-09-28,15.95,13.2,18.7,0.5,,,
2008-09-29,17.65,12.7,22.6,0.0,,,
2008-09-30,17.2,11.4,23.0,0.0,,,
2008-10-01,17.4,11.4,23.4,0.0,,,
2008-10-02,18.0,11.2,24.8,0.0,,,
2008-10-03,13.8,10.0,17.6,0.0,,,
2008-10-04,11.5,6.5,16.5,0.0,,,
2008-10-05,14.4,7.2,21.6,0.0,,,
2008-10-06,16.0,8.8,23.2,0.0,,,
2008-10-07,13.65,9.5,17.8,2.0,,,
2008-10-08,13.85,9.7,18.0,0.0,,,
2008-10-09,13.8,9.3,18.3,0.4,,,
2008-10-10,17.7,12.6,22.8,0.1,,,
2008-10-11,17.15,13.6,20.7,20.5,,,
2008-10-12,17.7,13.6,21.8,1.2,,,
2008-10-13,17.3,13.8,20.8,0.1,,,
2008-10-14,18.0,14.6,21.4,0.0,,,
2008-10-15,17.75,12.7,22.8,0.0,,,
2008-10-16,17.55,12.3,22.8,0.0,,,
2008-10-17,18.4,14.1,22.7,0.2,,,
2008-10-18,15.85,13.8,17.9,1.1,,,
2008-10-19,16.65,13.8,19.5,0.0,,,
2008-10-20,17.85,14.9,20.8,0.2,,,
2008-10-21,16.5,14.0,19.0,8.0,,,
2008-10-22,11.25,8.2,14.3,8.6,,,
2008-10-23,11.5,8.2,14.8,0.0,,,
2008-10-24,12.2,7.4,17.0,0.0,,,
2008-10-25,15.2,10.4,20.0,0.0,,,
2008-10-26,15.45,10.2,20.7,0.0,,,
2008-10-27,14.6,9.2,20.0,21.1,,,
2008-10-28,9.25,5.4,13.1,19.1,,,
2008-10-29,6.65,2.8,10.5,0.0,,,
2008-10-30,7.2,4.0,10.4,0.6,,,
2008-10-31,8.45,6.9,10.0,15.9,,,
2008-11-01,8.5,6.0,11.0,0.0,,,
2008-11-02,9.05,6.4,11.7,0.0,,,
2008-11-03,7.0,3.2,10.8,0.0,,,
2008-11-04,7.3,4.6,10.0,0.0,,,
2008-11-05,8.85,5.0,12.7,0.0,,,
2008-11-06,8.5,3.0,14.0,0.0,,,
2008-11-07,7.9,4.0,11.8,0.3,,,
2008-11-08,10.55,7.0,14.1,0.0,,,
2008-11-09,7.55,2.0,13.1,0.0,,,
2008-11-10,10.0,5.4,14.6,0.0,,,
2008-11-11,9.5,6.4,12.6,0.0,,,
2008-11-12,9.1,5.6,12.6,0.0,,,
2008-11-13,8.4,4.3,12.5,0.0,,,
2008-11-14,8.1,2.4,13.8,0.0,,,
2008-11-15,9.0,3.4,14.6,0.0,,,
2008-11-16,10.3,5.2,15.4,0.0,,,
2008-11-17,10.9,5.3,16.5,0.0,,,
2008-11-18,6.7,3.1,10.3,0.0,,,
2008-11-19,10.4,6.4,14.4,0.0,,,
2008-11-20,8.55,4.8,12.3,0.0,,,
2008-11-21,8.85,4.0,13.7,0.0,,,
2008-11-22,10.95,6.1,15.8,0.0,,,
2008-11-23,10.7,7.3,14.1,0.0,,,
2008-11-24,8.2,4.4,12.0,0.4,,,
2008-11-25,5.15,2.0,8.3,0.0,,,
2008-11-26,4.0,0.6,7.4,0.0,,,
2008-11-27,3.5500000000000003,-0.6,7.7,0.0,,,
2008-11-28,1.4,-3.0,5.8,6.9,,,
2008-11-29,4.5,2.5,6.5,0.1,,,
2008-11-30,3.8000000000000003,1.2,6.4,0.0,,,
2008-12-01,3.0,0.8,5.2,0.4,,,
2008-12-02,4.5,1.2,7.8,0.0,,,
2008-12-03,3.45,1.7,5.2,1.3,,,
2008-12-04,4.9,0.8,9.0,0.0,,,
2008-12-05,11.8,8.6,15.0,0.0,,,
2008-12-06,8.3,6.2,10.4,1.9,,,
2008-12-07,9.8,8.6,11.0,21.4,,,
2008-12-08,9.8,8.8,10.8,2.1,,,
2008-12-09,6.8,4.6,9.0,8.7,,,
2008-12-10,4.9,1.0,8.8,0.0,,,
2008-12-11,3.75,0.0,7.5,0.0,,,
2008-12-12,4.3999999999999995,1.2,7.6,0.0,,,
2008-12-13,1.95,-0.4,4.3,9.5,,,
2008-12-14,2.95,0.5,5.4,0.0,,,
2008-12-15,2.95,-0.8,6.7,0.0,,,
2008-12-16,5.4,-0.2,11.0,0.0,,,
2008-12-17,5.6000000000000005,0.4,10.8,0.0,,,
2008-12-18,5.85,1.0,10.7,0.0,,,
2008-12-19,7.3,2.6,12.0,0.0,,,
2008-12-20,7.5,1.6,13.4,0.0,,,
2008-12-21,9.05,2.7,15.4,0.0,,,
2008-12-22,9.75,3.7,15.8,0.0,,,
2008-12-23,8.0,1.2,14.8,0.0,,,
2008-12-24,8.0,2.5,13.5,0.0,,,
2008-12-25,5.8,0.6,11.0,0.0,,,
2008-12-26,3.3,-0.5,7.1,0.0,,,
2008-12-27,4.75,1.4,8.1,0.0,,,
2008-12-28,6.5,4.3,8.7,0.0,,,
2008-12-29,8.0,6.3,9.7,0.0,,,
2008-12-30,9.45,7.2,11.7,0.0,,,
2008-12-31,8.75,7.1,10.4,0.0,,,
2009-01-01,8.75,7.3,10.2,0.0,,,
2009-01-02,9.55,7.3,11.8,1.8,,,
2009-01-03,8.05,6.7,9.4,7.2,,,
2009-01-04,5.800000000000001,2.8,8.8,0.0,,,
2009-01-05,3.55,1.4,5.7,0.0,,,
2009-01-06,3.4,0.0,6.8,0.2,,,
2009-01-07,0.75,-2.1,3.6,0.0,,,
2009-01-08,-0.75,-3.5,2.0,0.0,,,
2009-01-09,-0.09999999999999998,-1.2,1.0,6.2,,,
2009-01-10,-1.3,-4.0,1.4,0.0,,,
2009-01-11,2.0999999999999996,-1.4,5.6,0.0,,,
2009-01-12,1.5499999999999998,-3.0,6.1,0.0,,,
2009-01-13,1.4500000000000002,-0.3,3.2,1.3,,,
2009-01-14,1.3,0.4,2.2,0.0,,,
2009-01-15,3.4,1.5,5.3,0.0,,,
2009-01-16,3.9999999999999996,-0.2,8.2,0.0,,,
2009-01-17,5.25,0.7,9.8,0.0,,,
2009-01-18,4.25,0.0,8.5,0.9,,,
2009-01-19,8.2,5.4,11.0,0.9,,,
2009-01-20,4.4,1.4,7.4,0.0,,,
2009-01-21,3.3,-0.2,6.8,0.5,,,
2009-01-22,7.4,3.0,11.8,2.6,,,
2009-01-23,12.25,10.7,13.8,0.0,,,
2009-01-24,7.75,4.8,10.7,0.0,,,
2009-01-25,5.7,3.4,8.0,2.9,,,
2009-01-26,4.699999999999999,0.7,8.7,0.0,,,
2009-01-27,7.6,4.2,11.0,0.0,,,
2009-01-28,9.9,6.2,13.6,0.2,,,
2009-01-29,12.55,9.3,15.8,3.3,,,
2009-01-30,9.5,6.0,13.0,0.2,,,
2009-01-31,6.9,3.2,10.6,1.6,,,
2009-02-01,2.3,0.6,4.0,23.1,,,
2009-02-02,4.75,3.6,5.9,4.4,,,
2009-02-03,3.9,2.2,5.6,2.8,,,
2009-02-04,7.25,4.3,10.2,3.6,,,
2009-02-05,5.75,3.8,7.7,4.8,,,
2009-02-06,3.45,1.0,5.9,2.0,,,
2009-02-07,3.6999999999999997,0.3,7.1,0.0,,,
2009-02-08,5.7,1.6,9.8,0.0,,,
2009-02-09,8.75,6.5,11.0,0.1,,,
2009-02-10,8.95,5.6,12.3,0.0,,,
2009-02-11,7.25,2.0,12.5,0.0,,,
2009-02-12,8.0,2.2,13.8,0.0,,,
2009-02-13,8.4,2.2,14.6,0.0,,,
2009-02-14,8.6,1.7,15.5,0.0,,,
2009-02-15,8.5,4.4,12.6,0.0,,,
2009-02-16,6.95,2.5,11.4,0.0,,,
2009-02-17,8.15,3.0,13.3,0.0,,,
2009-02-18,9.6,2.0,17.2,0.0,,,
2009-02-19,9.35,3.2,15.5,0.0,,,
2009-02-20,8.25,4.5,12.0,0.0,,,
2009-02-21,9.2,3.2,15.2,0.0,,,
2009-02-22,9.4,3.8,15.0,0.0,,,
2009-02-23,10.75,4.0,17.5,0.0,,,
2009-02-24,11.25,5.0,17.5,0.0,,,
2009-02-25,10.75,5.1,16.4,0.0,,,
2009-02-26,10.75,5.2,16.3,0.0,,,
2009-02-27,11.149999999999999,4.1,18.2,0.0,,,
2009-02-28,10.4,8.0,12.8,0.7,,,
2009-03-01,9.600000000000001,7.4,11.8,0.9,,,
2009-03-02,8.45,5.2,11.7,1.5,,,
2009-03-03,7.3,5.0,9.6,1.3,,,
2009-03-04,8.1,4.2,12.0,2.2,,,
2009-03-05,6.550000000000001,2.8,10.3,0.4,,,
2009-03-06,9.35,4.0,14.7,0.0,,,
2009-03-07,13.0,7.9,18.1,0.0,,,
2009-03-08,12.4,4.8,20.0,0.0,,,
2009-03-09,12.9,6.8,19.0,0.0,,,
2009-03-10,12.6,6.2,19.0,0.0,,,
2009-03-11,14.600000000000001,7.4,21.8,0.0,,,
2009-03-12,14.15,7.5,20.8,0.0,,,
2009-03-13,15.3,8.4,22.2,0.0,,,
2009-03-14,16.049999999999997,9.2,22.9,0.0,,,
2009-03-15,16.9,11.4,22.4,0.0,,,
2009-03-16,16.3,9.4,23.2,0.0,,,
2009-03-17,13.7,8.5,18.9,0.0,,,
2009-03-18,13.25,6.5,20.0,0.0,,,
2009-03-19,14.05,6.3,21.8,0.0,,,
2009-03-20,16.85,10.2,23.5,0.0,,,
2009-03-21,14.35,8.3,20.4,0.0,,,
2009-03-22,12.65,6.8,18.5,0.0,,,
2009-03-23,13.950000000000001,7.3,20.6,0.0,,,
2009-03-24,14.899999999999999,8.6,21.2,0.0,,,
2009-03-25,12.2,4.7,19.7,0.0,,,
2009-03-26,14.6,6.3,22.9,0.0,,,
2009-03-27,15.9,8.0,23.8,0.0,,,
2009-03-28,11.3,4.6,18.0,2.1,,,
2009-03-29,7.5,3.4,11.6,0.0,,,
2009-03-30,7.35,4.1,10.6,1.2,,,
2009-03-31,8.55,4.4,12.7,0.0,,,
2009-04-01,9.4,2.2,16.6,0.0,,,
2009-04-02,11.549999999999999,5.2,17.9,0.0,,,
2009-04-03,14.45,7.5,21.4,0.0,,,
2009-04-04,15.7,9.2,22.2,0.0,,,
2009-04-05,16.75,10.2,23.3,0.0,,,
2009-04-06,15.700000000000001,9.3,22.1,0.0,,,
2009-04-07,12.2,8.4,16.0,0.0,,,
2009-04-08,11.4,4.0,18.8,0.0,,,
2009-04-09,14.3,7.4,21.2,1.3,,,
2009-04-10,9.75,5.5,14.0,2.1,,,
2009-04-11,7.95,2.5,13.4,0.0,,,
2009-04-12,9.3,3.1,15.5,0.0,,,
2009-04-13,11.399999999999999,3.4,19.4,0.0,,,
2009-04-14,9.600000000000001,6.4,12.8,5.0,,,
2009-04-15,8.9,5.0,12.8,1.5,,,
2009-04-16,9.1,5.0,13.2,0.6,,,
2009-04-17,8.3,3.7,12.9,0.2,,,
2009-04-18,11.35,6.3,16.4,2.5,,,
2009-04-19,12.100000000000001,6.4,17.8,1.3,,,
2009-04-20,13.4,8.0,18.8,0.0,,,
2009-04-21,13.85,5.7,22.0,0.0,,,
2009-04-22,14.45,6.2,22.7,0.0,,,
2009-04-23,16.9,8.4,25.4,0.0,,,
2009-04-24,18.45,10.9,26.0,0.0,,,
2009-04-25,14.65,10.2,19.1,0.0,,,
2009-04-26,10.8,7.6,14.0,1.3,,,
2009-04-27,12.35,5.0,19.7,0.0,,,
2009-04-28,14.55,10.4,18.7,0.0,,,
2009-04-29,15.0,8.6,21.4,0.0,,,
2009-04-30,13.25,9.0,17.5,2.0,,,
2009-05-01,13.9,8.3,19.5,0.0,,,
2009-05-02,16.15,8.7,23.6,0.0,,,
2009-05-03,18.5,11.0,26.0,0.0,,,
2009-05-04,18.8,11.3,26.3,0.0,,,
2009-05-05,18.8,10.4,27.2,0.0,,,
2009-05-06,21.9,14.4,29.4,0.0,,,
2009-05-07,22.65,15.5,29.8,0.0,,,
2009-05-08,22.3,16.6,28.0,0.0,,,
2009-05-09,19.65,13.2,26.1,5.9,,,
2009-05-10,17.3,12.6,22.0,1.6,,,
2009-05-11,17.65,12.0,23.3,0.0,,,
2009-05-12,17.6,12.0,23.2,0.0,,,
2009-05-13,16.7,10.4,23.0,0.0,,,
2009-05-14,15.85,11.8,19.9,0.0,,,
2009-05-15,15.399999999999999,8.4,22.4,0.0,,,
2009-05-16,18.7,11.0,26.4,0.0,,,
2009-05-17,18.45,13.4,23.5,0.0,,,
2009-05-18,18.95,12.2,25.7,0.0,,,
2009-05-19,20.200000000000003,11.8,28.6,0.0,,,
2009-05-20,23.849999999999998,15.4,32.3,0.0,,,
2009-05-21,23.75,17.5,30.0,0.0,,,
2009-05-22,23.25,16.2,30.3,19.8,,,
2009-05-23,14.45,12.1,16.8,4.6,,,
2009-05-24,17.6,12.2,23.0,0.0,,,
2009-05-25,17.65,12.9,22.4,0.0,,,
2009-05-26,17.95,11.7,24.2,0.0,,,
2009-05-27,17.9,10.2,25.6,0.0,,,
2009-05-28,21.8,14.4,29.2,0.0,,,
2009-05-29,22.45,15.0,29.9,0.0,,,
2009-05-30,23.35,15.9,30.8,0.1,,,
2009-05-31,23.9,16.6,31.2,0.0,,,
2009-06-01,24.65,16.8,32.5,0.0,,,
2009-06-02,24.25,16.4,32.1,0.0,,,
2009-06-03,24.75,18.0,31.5,0.0,,,
2009-06-04,23.1,18.7,27.5,0.0,,,
2009-06-05,17.799999999999997,13.2,22.4,0.1,,,
2009-06-06,15.899999999999999,11.6,20.2,0.0,,,
2009-06-07,16.450000000000003,10.8,22.1,0.0,,,
2009-06-08,15.2,12.2,18.2,2.8,,,
2009-06-09,16.3,11.0,21.6,0.0,,,
2009-06-10,20.85,13.4,28.3,0.0,,,
2009-06-11,24.15,16.3,32.0,0.0,,,
2009-06-12,28.1,20.0,36.2,0.0,,,
